Height,Weight,BodyFat,ExerciseWeight
188.4,76.7,23.4,75
185.4,119.1,19.5,150
170.4,64.7,26.7,37.5
164,77.6,15.6,62.5
197.6,63,19.1,65
186.9,80.2,22.9,80
194.7,74.7,22.5,77.5
178.2,82,15.1,82.5
192.4,79.5,21.3,85
197.1,89.2,15.9,110
177.5,70.6,27.6,52.5
177.3,94.6,25.7,95
180.9,87.4,28.2,82.5
179.6,50,12.3,32.5
153.4,105.7,19.8,97.5
170.5,72.5,20.4,55
182.8,80,20.3,80
182.9,82.5,17.7,85
182.6,78.9,15,82.5
177,90,25.5,87.5
159.7,121,18.2,132.5
181.2,72.9,15.2,70
182.1,68.6,17.4,62.5
170.9,50,21.7,20
183.5,60.1,26.6,40
182.6,71.5,17.6,67.5
174.6,91.4,12.3,97.5
178.8,92.9,23.9,95
188.4,69.9,24,65
182.9,92.5,19,102.5
170.7,52.7,28.1,20
195.7,68.8,10,80
191.6,75.4,23,77.5
171.8,71.7,22.1,55
172.8,63.2,15.7,47.5
173.7,62.3,19.3,42.5
185.9,96.2,23.3,107.5
186.8,64.5,23.5,55
185.9,101.5,16.6,122.5
187.1,50,30,25
167.2,50,27.5,20
174.4,50,13.7,27.5
160.9,93,21.2,82.5
188.4,120,11.8,150
190.2,71.3,14.1,75
191,90.2,23.8,100
176,89.6,18.4,92.5
183.3,72.4,20.6,67.5
183.9,86.1,12.7,97.5
195.2,100.2,26.4,120
160.9,122.2,21.8,132.5
187.4,108.4,16.6,135
176.6,64.3,21.8,45
176.5,65.1,10.5,57.5
186.3,83.6,24.2,85
184.3,51.6,28.9,25
171.5,110.7,22,120
185.2,110.7,24.7,130
184,78.1,20.8,77.5
196.5,78.4,17.7,90
182.5,105.6,13.5,127.5
187.8,84.7,11.9,100
165.2,92.2,23.6,82.5
175.5,65.4,19.6,50
170.3,64.9,13.6,50
179.5,78.1,18,75
197.1,115.3,21.1,150
162.7,68.6,16.7,45
176.9,74.4,18.9,65
179.5,75.1,22.8,65
174.9,107.6,20.6,120
193.9,92.7,13.2,117.5
191.2,88.5,16,105
190.1,77.4,14.6,85
177,72,22.1,60
178.9,99.9,18.7,112.5
185.2,88.1,19.2,95
181.4,100.5,18.6,115
171.8,50,18.3,20
187.5,76.3,15.2,82.5
158.9,78.5,19.1,57.5
190.7,101,21.3,120
197.3,97.2,10,130
183.6,101.2,22.3,115
188.8,91.4,22.8,102.5
179.7,82.2,30,72.5
169.6,54.7,21.5,25
193.5,64.7,29,55
171.2,50,20.3,20
202.1,73.6,22.4,82.5
176.5,66.6,13.6,57.5
180.6,63.5,23.4,47.5
180.1,94.2,27.4,95
184.1,132.2,23.7,150
174.2,77.2,21.8,65
176.7,53.4,20.4,30
192.1,101.6,12.5,130
165.7,55.4,30,20
173.2,77.6,22.2,65
171.1,85.8,21,80
178.9,92.4,27.6,90
180.7,51.5,23.7,27.5
177.9,91.9,17.6,97.5
182.9,100,25.6,110
189.5,78.3,10.3,90
188,51.7,19.3,37.5
178.3,73.7,21.4,65
182.3,85.5,30,80
171.3,110.1,17.5,122.5
193.2,63,15.6,62.5
181.8,73.1,23.1,65
155.6,82.2,13.9,65
176.5,51.3,23.5,22.5
170.9,67.8,12,55
189.9,72,24.2,67.5
174.1,83.4,23.3,75
173.2,58.2,19,35
174.9,106.4,19.2,117.5
162.4,85.9,19.1,72.5
165.4,64.6,23.1,35
185.3,73.5,18.7,72.5
172,88.9,20.1,85
191.7,70.8,27.2,65
169.6,97.8,20.3,97.5
180.6,86.2,21.1,87.5
176.6,59.4,14.9,45
168.5,93.2,16.5,92.5
181.4,123,22.5,150
173.5,68.6,20.7,52.5
180.1,86.1,21.5,87.5
184.4,72.5,15.3,72.5
171.1,68.1,21.3,47.5
204.7,104.3,26.7,135
174.1,50,16,25
187.9,58.4,22.3,45
179.2,106.5,12.2,127.5
180.9,62.2,24.1,45
181.7,79.5,12.3,85
172.9,76.9,22.9,62.5
179.6,108.4,21.3,125
180.2,50,15.9,30
181.7,97.7,30,100
176.2,63.1,21.3,45
179.7,52.1,27.6,22.5
167.2,81.2,22.8,65
177.1,69.7,15.5,60
174.1,142,15.6,150
180.4,50.1,15.1,30
183.7,86.2,22,90
180.1,60.4,26.6,37.5
197.6,102.2,20.9,130
166.5,94.9,18.2,92.5
191.9,109.9,24.3,135
184.9,100.1,27.7,110
180,64.8,19.1,52.5
161.1,70.9,22.1,45
184.5,105,27,117.5
176.3,79,20.8,72.5
182.3,58.3,19.4,42.5
165.9,130.1,12.3,150
174.2,109.4,15.6,125
178.9,73,16.7,67.5
193.8,93.3,29.1,105
175.7,84.5,23.3,77.5
160.9,94.9,16.6,90
182.8,109.5,19.8,130
195,74.4,22.4,77.5
177,81.9,23.6,75
172.5,54.7,20.2,27.5
183.2,63.1,17,55
165.9,92.2,28.6,80
181.5,87.3,17.1,92.5
178.5,69.3,22.1,55
177.4,71.2,26.8,55
177.9,50,19.7,25
173.3,97.2,19.4,102.5
174.8,106.7,16.1,122.5
172.6,80.6,22.9,70
182.7,92.2,17.3,102.5
180.7,102.3,21.4,115
175.1,66.6,10,60
185.2,74.6,17.4,75
184.7,50,21.6,30
197.6,67.5,18.8,72.5
189,90.2,24.6,97.5
179.8,88.7,17.7,95
169.5,78.8,24.6,62.5
182.6,73.6,26.1,62.5
168.1,110.4,26,115
186.6,75.9,19.4,77.5
176.9,94.6,24.7,95
192.2,90.4,17.6,107.5
169.1,109.5,23.1,115
179.5,99.5,20.6,110
182.1,57.5,13.2,47.5
173.7,82.3,22.2,75
193.9,68.2,15.3,72.5
208.3,73.3,18.1,92.5
190.3,58.5,21.8,47.5
171.9,69.5,21.7,50
169.1,50,14.7,22.5
176.9,77.2,21.6,67.5
178.4,71.6,21.1,60
175.4,59.8,18.1,40
166.7,73.2,21.7,52.5
185.2,91,19.3,100
175.1,56.7,12.9,40
183,72.5,21.9,65
204.5,90.1,16.6,117.5
161.3,104.7,28.8,95
179.3,79.8,18.3,77.5
180.6,78,17.3,77.5
180,50.5,27.8,20
179.3,102,14.6,117.5
182.3,99.3,30,102.5
168.6,77.8,14.1,70
179.9,73.4,25.3,62.5
174.8,76.4,20.8,65
169.1,76.6,21.1,62.5
176.5,61.8,17.4,45
161.5,78.5,13.6,65
154,112,17.2,112.5
182,137.7,19.7,150
175.2,80.6,28.8,67.5
182.1,51.2,19.4,30
187.5,58.9,15.5,52.5
193.6,86.4,25.5,95
187,65.7,18.2,60
186.8,67,13.7,67.5
179.9,61.7,18,47.5
193.4,82,21.2,90
171.7,92.4,16,95
175.9,76.4,17.4,70
166.7,103.5,22.1,105
183.5,52.1,18.4,35
174.6,108.4,16,125
183.9,90.7,22.7,97.5
182.9,89.1,18.2,97.5
200.4,88.1,19.5,110
170.8,88,16.5,85
181.1,81,18.5,82.5
178.6,97.2,16.8,107.5
193.7,56.1,16.5,52.5
177.4,105.1,21.6,117.5
167.1,50,16.1,20
163.5,79.5,21.5,60
180.4,52.1,19.2,30
192.7,115,28.3,140
178.6,73.5,16,67.5
188,78.2,10.4,90
179.3,50.5,15.6,30
172.6,78.6,23.7,65
192.3,70.3,25.1,67.5
157.9,73.7,24.7,45
174.7,58,19.4,35
181.7,50.4,21,27.5
170.3,89,14.7,90
183.1,53,18.8,35
189.4,50,29.3,27.5
178.4,88.4,21.9,87.5
176.8,54.4,25.9,25
176,72.1,19.5,60
173.4,76.8,25.2,62.5
178.8,92.6,18.4,100
175.8,54.1,24.8,25
177.9,76.5,17.8,72.5
206.1,59.8,25,60
171.8,105.6,28,107.5
182.3,93.7,22.7,100
181.4,93.2,10,110
200.2,114.3,22.9,150
170.2,67.7,10.7,55
179.6,111.7,18.5,132.5
172.9,95.1,19.8,97.5
182.5,112.6,15.4,140
190.1,82.6,14.9,95
172.5,50,28.4,20
177.7,86.8,27.1,80
188.4,63.7,23.5,55
180,82.9,25.1,77.5
180.6,54.2,23.3,30
172.1,71.8,26.2,52.5
195.1,113.3,15.8,150
175.7,75.8,21.1,65
177.2,64.5,26,42.5
177,71.5,17.8,62.5
189.7,93.1,23.3,105
191.7,85.3,11.6,102.5
178.2,79.9,14.7,80
180.1,59.7,30,35
185.1,75.3,10.3,82.5
182,98.5,19.6,110
187.9,86.6,21.3,95
191,86.5,19.2,97.5
173.6,50,18.9,22.5
177.7,85.3,13.8,90
179.5,76.1,12.6,77.5
175.1,107.1,14.3,125
157.5,50,19.2,20
172,91.5,17.2,92.5
171.9,98,24.8,97.5
182.4,53.2,30,25
184.4,94.7,25.9,100
183,110.1,26.1,125
182.8,76.6,19.5,75
170.9,104.3,17.8,112.5
165.4,50,15.6,20
188,93.8,30,100
165.2,74.9,15.1,60
199.6,76,18.4,87.5
182.9,85,17.3,90
181.1,104.9,23.3,117.5
183.9,87,22.5,90
175.4,74.8,25.2,60
187.2,94.2,25.6,102.5
178.7,79.6,26.6,70
171.6,91.4,17.5,92.5
184.4,61.1,23.2,45
207.2,93.4,28.6,115
168.8,76.5,10,70
177.7,106.3,10.5,127.5
193.3,76.6,22.6,80
175.1,74.2,13.9,67.5
193.6,99.8,21.5,122.5
190.8,92.6,22.8,105
180.2,66.8,16.9,57.5
178.3,98.6,30,100
189.4,85,28.1,87.5
172.2,90.8,11.3,97.5
187.6,85.9,27.2,87.5
194,97.6,24.1,115
192.3,78.5,19.7,85
190,114.6,15.6,147.5
170.2,86.3,19.9,80
186.8,103.2,26.8,117.5
179.3,102,24.1,110
169.4,50,16.7,20
178.6,50,19.7,25
165.7,80.7,20.6,65
178.2,106.4,10.3,130
178.8,81.5,10.8,87.5
185.4,99.8,12.8,122.5
190.7,83,20.9,90
166,98.5,30,87.5
166.7,51.9,20.9,20
159.5,54.6,17.1,20
188.4,55.4,24.7,37.5
173.1,58.4,27.1,27.5
174.4,98.5,20.7,102.5
179.6,87.3,13.7,95
180,50,14.1,32.5
186.8,87.1,10,102.5
158.4,83.2,13.7,70
178,50,14.1,30
167.7,72.5,21.7,52.5
196.9,97.3,23.7,117.5
185.3,84.2,12.2,95
183.5,109.5,23.4,127.5
201.7,69.6,23.2,75
178.5,79.3,19.3,75
189,97.7,18.4,117.5
165.4,58.9,24.2,25
182,76.4,19.8,72.5
202.7,77.6,25.6,87.5
185,50,25.7,25
172.5,50,16.5,22.5
170.2,121.4,12.9,145
164.3,60.5,24.1,27.5
184.4,82.9,28.8,77.5
188.6,76.4,26.5,72.5
181.3,61.5,17.4,50
171.9,84.2,18.8,77.5
182.4,77.1,22.8,72.5
173.1,104.5,23.1,110
192.2,50,19.3,37.5
175.9,110.1,19.6,125
171.2,81.9,20.2,72.5
174.5,94.6,20.9,97.5
183.9,93.3,23.1,100
167.7,124.3,14.1,147.5
186.7,96.7,11,120
177.3,50.4,25.7,20
180.8,72.6,18.9,67.5
178.7,70,15.8,62.5
202.6,91.1,14.1,120
178.3,87.2,16.8,90
188.5,92.5,25.8,100
204.5,58.8,25.3,57.5
184.3,59.1,14,50
198.5,57.2,18.1,55
181,53.6,17,35
188,80.4,28,77.5
174.1,68.7,17.9,55
168.9,116.2,25,125
170.3,61.3,25.7,32.5
179.8,65.3,21.4,50
182.9,56.8,20.2,40
168.8,104.6,20.6,110
166.2,114.7,26,120
161.2,65.3,10,45
201.3,98,18.6,127.5
181.1,104.1,20.6,117.5
158.5,103.9,25.5,95
179.9,76.7,19.2,72.5
178.4,78,23.9,70
166.2,85.7,19,75
191.6,89.4,16.4,105
175.4,102.6,11.8,120
180.4,93.6,22.6,97.5
177.2,78,21.8,70
180.5,65.8,18.6,55
190.2,84.8,21,92.5
186.1,82,28.5,77.5
175.5,114.4,18.6,132.5
195.8,61,16.6,62.5
195.4,50,10,47.5
165.4,99.8,20.4,97.5
168.9,60.3,21,32.5
173.9,74,25.6,57.5
195.3,98.2,16.8,125
178.2,80.8,12.5,82.5
174.3,78.8,20.8,70
179.7,103.3,13,122.5
177.8,61.4,12.5,50
178.4,97.5,21.3,105
169.3,55.8,26.2,22.5
172.1,100.7,24,102.5
177.3,69.3,23.5,55
193.8,75.3,17.8,82.5
192.9,93.8,21.6,110
189.2,82.1,22,87.5
183.6,97.7,28.2,102.5
153.9,117.8,25.9,115
197.8,65.3,13.9,72.5
191.2,75.5,27,72.5
176.3,69.7,23,55
173.5,93.9,24,92.5
181.9,86.9,10,100
180.4,79.4,18,77.5
173.1,66.2,21.7,47.5
194.9,50,28.8,32.5
173.4,62.5,27.6,35
182.5,52,23,30
168,83.7,23,70
177.4,60.8,14.1,47.5
190.8,104.5,26.7,122.5
180.4,74.2,17.1,70
174.1,75.8,20.7,65
160.5,51.5,21.4,20
176.6,97.3,19.9,105
176.5,81.1,14.9,80
187.3,78.5,10,90
193.2,111.6,19.2,142.5
167.8,56.5,23,25
188,78.4,21.1,80
170.3,85.5,20.3,77.5
191.5,91.7,19.6,107.5
175.6,60,26.2,35
185.6,54.9,20.2,40
195.5,100.6,25.1,120
163,72.8,21.3,50
181.5,61.3,23.4,45
195.8,50,10,47.5
187.8,50,21.6,32.5
201.7,106.1,14.5,145
175,89.7,20.3,90
190.9,112.6,24.5,137.5
187.2,82.2,17.2,90
180.5,70.1,24.2,57.5
169.9,69.6,18.2,52.5
182.2,73.8,10.3,77.5
199.3,82.4,15.4,102.5
192.5,50,20.9,35
184.9,84.4,25.5,85
175.1,50,13,27.5
165.9,70.1,27.7,42.5
178,77.9,16,75
170.9,78.8,16.1,70
176.4,50,22.4,22.5
191,107.2,22.2,130
192.3,84.7,11.6,102.5
190.9,76.7,10,90
185.4,70.2,12.3,72.5
174.7,94.5,17.7,100
184.4,75.5,22.2,72.5
162.7,80.7,15,67.5
191,50,17.4,37.5
169,90,20.9,85
193.3,89.4,26.6,100
173.7,110.7,23,122.5
202.3,85.7,10,115
177.4,50,22.6,22.5
178.8,71.5,14.4,67.5
187.6,55.3,22.7,40
166.6,81.3,15.4,72.5
182.2,105.8,18.1,125
169.9,105.8,21.3,112.5
186.8,92.2,15.9,107.5
185,79.6,26.9,75
182.2,55.5,21,37.5
192.4,81.8,15.9,95
181.4,58.2,10.5,50
158.1,67.2,21.6,35
172.5,91.1,17,92.5
170.4,81.7,17.1,75
186.6,113.5,13.5,145
178,55.1,15.2,37.5
173.6,83.4,28.4,70
171.9,92.5,21,90
176.6,86.3,21.2,85
184.2,50,23.2,27.5
188.9,85.6,29.5,87.5
180.4,101.4,14.1,120
175.6,106.3,13.2,125
180.4,78.1,22.9,72.5
167.9,50,13.8,22.5
175.4,60.2,22.8,37.5
194.3,82.6,26.7,87.5
190.7,109.3,26.8,130
202.4,76.9,11.3,97.5
172.7,62.7,17.2,45
206,71.6,17.6,87.5
174.9,60,15.5,42.5
173.5,90.9,26.3,85
183,50,22.2,27.5
184.9,119.4,19.9,147.5
181.9,91.8,24.7,95
179.2,61.4,16.6,47.5
200.6,67.3,25.2,70
168,88.6,26.8,75
169,95.6,14.7,100
182.1,78.3,30,67.5
179,80.3,19.4,77.5
180.5,111.2,13.4,137.5
203.2,68.9,21.1,77.5
196.7,84.9,12.9,105
186.4,54,23.7,35
172.3,67.3,12,55
182.6,76.6,19.4,75
162.6,73.1,18.2,52.5
171.5,97.5,19.5,100
187.5,91.3,10,112.5
170.6,56.9,21.9,27.5
173.9,106.3,24.5,112.5
182.2,66.9,12.4,62.5
150.6,106.8,20.1,97.5
182.1,68.1,22.6,57.5
183.1,73.7,25.2,65
185.7,86.8,19.8,95
196.8,81.6,15.2,97.5
174.8,94.8,18.5,100
177.9,83.6,20.5,82.5
172.1,59.2,22.4,32.5
173.8,131.4,18.4,150
172.8,50,21.9,20
172.8,87.5,17.3,87.5
160.4,59.8,23.4,22.5
168.6,84.1,17.1,77.5
188,95.4,29.8,102.5
176.6,82.8,30,70
175.1,78.7,26.6,65
175.7,106,17,120
183.1,91.3,22.8,97.5
166.7,64.2,23.7,35
189.1,103.4,14.9,130
159.2,59.3,16.2,27.5
190.2,106,20.7,130
184.3,50,22.7,27.5
159.4,50,17.2,20
180.9,79,18.2,77.5
184,83.4,22.5,85
168.1,77.7,17.2,65
179.3,56.7,30,27.5
164.8,50,23.7,20
188.7,59.5,19.9,50
187,80.5,18.4,85
179.9,79.3,19.7,77.5
154.5,118.3,20.2,120
179.4,73,18.1,67.5
178.2,69.6,18,60
173.3,95.3,14.6,102.5
165.4,50,15.9,20
171.6,81.8,10,82.5
175.1,69.8,26,50
178.9,62.7,16.3,50
186.6,97.4,16.1,115
186.3,110.7,21.3,135
182,83.1,17.6,87.5
169.7,97.3,18,100
182,64.1,30,42.5
186.6,65.4,20.7,57.5
186.9,79.8,13.7,87.5
189.6,92.3,11,115
156.8,105.6,21.6,100
165.6,101.4,18.9,102.5
176.1,73,16.7,65
187.8,96.1,22,110
188.4,74.9,27.8,70
173.7,110.5,15.9,127.5
200.8,73.1,18.7,85
161.4,74.4,20.2,52.5
176.7,79.2,10,82.5
186.9,75.8,25.1,72.5
175.4,59.7,11.9,45
170.6,104,10,117.5
192.1,72.5,19.5,75
178.7,58.7,17.6,42.5
182.1,104.8,22.4,120
192,78.9,17.3,87.5
172,65.1,26.8,40
182,91,23.2,95
175.8,75.5,23.8,62.5
168,68.4,13.2,52.5
190.7,59.1,23.1,47.5
185.4,81.3,26.2,80
182.8,58.4,16,47.5
180.8,79.4,17,80
194.1,71.8,20,75
154.2,97,15.6,87.5
177.1,63.9,28.3,40
165.5,83.9,30,62.5
182.4,82.4,19.5,85
192.2,56.3,14.7,52.5
171.5,110,17.6,122.5
195.3,94.5,20.6,115
183.7,103,30,110
187.8,113.1,12.2,147.5
188.1,60.7,22,50
184,98.8,20.6,112.5
170.6,67,18.3,47.5
172.8,84.7,24.1,75
179.7,84.9,19.5,85
175.3,60.1,24.2,35
185.6,72,30,60
157.3,93.2,20.6,80
183.4,66.9,22.9,55
179,65.8,22.2,50
177.6,85.3,20.6,85
179,93.9,18.5,102.5
158.1,50,16.7,20
186.9,69.4,30,57.5
180.3,88.5,10.7,100
204.5,76.4,30,82.5
187.2,65.8,19.5,60
182.1,50,13,35
169.1,103.1,24.1,105
171.1,67.2,18,50
170.6,82.5,19.3,75
199.2,103.3,15,137.5
171.7,77.6,22,65
164.8,90.3,20.7,82.5
189.2,107.2,22.8,130
188.7,103.5,19.2,125
179,105.8,22.9,117.5
189.4,114,16.6,145
182.7,73.5,25,65
167.3,87.7,10.6,87.5
201.1,69.4,28,70
157.9,51.2,23.9,20
176.6,70.4,19.2,60
194.7,64.3,24.6,60
199.7,131.5,19.7,150
170.7,92.2,15.6,95
179.9,82.2,25.2,77.5
170.1,51.7,23.1,20
194.9,78.2,10.7,95
182.8,56.1,18.1,40
176.5,63.1,19.4,45
185.5,130.8,20.2,150
164.6,96.3,10.8,100
167.4,71.6,22.7,50
182.7,52.4,16.5,35
192.9,76.6,24,80
177.5,51.6,19.4,27.5
183.4,86.8,18.4,92.5
169.7,89.5,11.8,92.5
197.6,63.7,17.4,67.5
188.5,50,23.6,30
193.3,107.5,23.5,132.5
196.7,78.2,23.3,85
177.6,69.4,21.1,57.5
176.4,86.5,21.5,85
159.7,80.3,28.8,52.5
175.6,69.5,25.3,52.5
186.7,50,19.9,32.5
190.8,118.1,10,150
182.8,102,25.7,112.5
178.8,51.1,22.4,25
189.9,82,22.1,87.5
184.1,82.2,15,90
173.7,85.7,14.6,87.5
178.5,59.6,21.9,40
182.7,50,27.2,22.5
169,50.5,23.8,20
152.4,92.3,15.5,77.5
187.6,67.8,15.8,67.5
170.2,95.9,18.6,97.5
189.1,87.1,13.3,102.5
186.6,67.2,12.6,67.5
178.7,63.9,15.6,52.5
198.3,58,24.2,52.5
186.8,92.1,20.6,102.5
176.5,79.3,30,65
196.2,71.5,17.5,80
169.1,78.6,24.2,62.5
154.7,68.5,13.5,42.5
176.4,100.6,22.3,107.5
189.5,79.7,22.7,82.5
184.4,86.8,14.7,97.5
177.3,84.3,19.8,82.5
187,71.3,10,77.5
172.2,103.7,18.4,112.5
168.1,104.3,15.4,112.5
174.4,81.9,23.6,72.5
172.6,72,19.7,57.5
169.7,73.2,22.1,55
178.4,91.7,14.4,100
192.5,96.7,19.2,117.5
176.8,72.7,16.8,65
170.8,102.8,10,117.5
174.6,73.3,14.6,65
177.8,50.4,15.7,30
185.6,67.8,21.5,60
187.8,97.9,26.4,110
197.7,74.9,18.9,85
174.4,76.1,13,72.5
185.1,66.7,17,62.5
178.1,60.5,20.2,42.5
170,90.3,19.6,87.5
180,101,18.3,115
157.9,100.7,17.1,95
176.1,99.1,21.1,105
179.1,66.7,20.7,52.5
177.2,69.7,11.8,65
172.6,69.8,17.9,55
184.8,69.7,23.6,60
174.7,82.7,22.4,75
171.4,71.9,27.4,50
179.9,99.7,23.7,107.5
176.6,102.1,17.2,115
189.2,95.8,22.3,110
184.5,82.1,24.5,80
191.1,68.2,13.2,72.5
171.5,88.4,10,92.5
174.7,103.3,30,105
178.4,99.3,18.7,110
183.8,81.5,22.9,80
196.2,58.9,20.5,55
155.9,97.2,16.7,90
170.3,101.9,22.6,105
187.1,109.3,10.7,140
182.2,78.7,24.2,72.5
161.5,75.1,17.5,55
166.9,90.4,24.1,80
168.3,69.5,28.4,42.5
174.6,73,22.1,60
175,83.8,30,70
186.1,102.5,14.8,125
194.7,98.2,12.6,127.5
182.8,92.6,22.7,100
180,75.4,24,65
175.4,88.8,24.5,85
172.9,57.3,12.4,40
178.4,76.5,22,67.5
176.3,60.2,23.7,37.5
192.2,67.3,26.4,60
194.8,92.5,21.7,110
169.1,91.8,29.4,80
159.4,74,24.7,45
170.9,67.3,21,47.5
160.1,98.2,15.1,95
189,82.8,21.8,87.5
188.1,88.4,25.5,95
188,63.2,18.6,57.5
187.6,107.7,11.2,137.5
186.7,74.9,12.8,80
193.1,89.8,18.8,105
181.8,55.6,19.4,37.5
184,50,19.3,30
177.8,50,22.1,22.5
187.4,50,23.9,30
155.9,87.9,16,72.5
187.4,108.9,21.2,132.5
187.7,115.5,22.8,142.5
198.1,75.3,11.8,92.5
166.2,97,15.2,97.5
181.9,64.3,18.9,52.5
178.1,70.4,18,60
164.8,96.2,24.4,87.5
192.4,90.9,24.9,102.5
184.4,50.3,18.4,32.5
187.5,90.4,24.8,97.5
161.6,91.3,23.1,77.5
169,74.9,19.5,60
174.8,89.6,10,97.5
175.2,50,16.5,25
158.8,50,19.5,20
172.1,59.2,27,30
178.3,67.1,20.6,52.5
176.1,79.1,14.6,77.5
182.9,111.8,28.5,127.5
176.5,60.3,16.4,45
166.5,98.5,28,90
179.1,73.3,11.2,72.5
183.7,83.5,19.2,87.5
176.1,70.7,16.4,62.5
181.5,103.5,10,127.5
209.4,70.1,26.6,80
196.3,68.3,21.1,70
176.5,95.8,29,92.5
169.8,99.7,29.4,95
181.3,69.2,18.1,62.5
178.6,73.5,18.7,65
177.4,90.8,25.5,90
188.2,68.5,30,57.5
180.7,75.5,21.6,70
186,57.2,22,42.5
181.5,61.7,26.3,42.5
207.2,73.6,24.1,85
163.9,58.9,22.4,25
195.2,89.6,20.2,107.5
156.1,50,18.6,20
189.2,74.6,22.9,72.5
169.2,101,23.9,100
181.8,62.7,26.3,45
198.5,50,29.3,35
184,70.7,16.8,67.5
188.9,63.5,22.1,55
192.3,105.1,22.1,127.5
179.8,69.7,16.6,62.5
172.5,88,19.3,85
181.5,91.2,22.5,95
184.4,84.3,23.9,85
183.8,50,21.4,27.5
195.5,79.4,17.1,92.5
172.7,117.3,13.5,140
189.8,92.3,17.2,110
167.2,80.5,19.9,67.5
201,61,17.5,65
182.3,79.9,18.9,80
168.7,60.5,16.2,37.5
177.2,52.3,10,37.5
172.6,82.2,14.5,80
154.2,50,28.2,20
168.2,70.9,17.4,55
189.7,57.5,23.1,45
167.6,54.6,13.3,30
186.8,106.5,22.9,125
187.8,67,17.6,65
189.3,100.4,17.4,122.5
182.3,64.1,18.6,52.5
170.5,81.1,10,80
169.4,83.6,17,77.5
180.1,50,18.2,27.5
192.9,54.4,19.3,45
188.4,65.3,17.6,62.5
169.7,96.2,23.6,92.5
166.2,117.3,17,132.5
179.4,92,22.6,95
184.1,88.1,14.6,100
187.2,79,21.9,80
178.4,102.5,23.6,110
178.9,67,15.6,57.5
166.4,100.2,18.8,100
197,74.9,16.9,85
179,69.4,21.1,57.5
190.9,75.2,18,80
178.1,77.7,13.3,77.5
185.1,102.7,20.1,120
182,65.6,17.1,57.5
187.8,91,21.3,102.5
174,60.5,28.5,32.5
181.9,62.5,14.4,55
177.5,50,22.8,22.5
177,66.3,23.1,50
191,81.9,16.4,92.5
184.4,90.5,19.4,100
168.2,101.2,13.4,110
178.7,80.2,10.7,85
176.2,109.2,20.1,122.5
181.2,54,19.8,35
168.6,118,16.1,135
189.7,64.7,25.6,55
181.7,79.8,25.6,72.5
168.5,96.7,10,105
174.4,66.6,25.6,45
204.3,98.6,17.5,132.5
200.3,99.4,17.4,130
183.2,79.2,21,77.5
190.4,70.9,18.7,72.5
194,82.2,18.1,95
166.1,78.2,23.1,60
186.8,93.4,16.1,110
177.9,115.2,10.5,142.5
180.4,96.3,16.3,107.5
176.4,67.5,20.2,52.5
166.2,50,20.6,20
180.3,67.6,22.1,55
162.7,80.8,18.1,65
173.9,90.8,15.1,95
191.7,66.6,30,55
187.8,77.5,18.2,82.5
174.7,73.4,21.3,60
193.7,76.7,19.5,85
173.9,109.1,16.5,125
170.9,92.1,23.2,87.5
202.8,96,13.3,130
186.9,82.8,22.5,85
186.6,50.4,21.1,32.5
188.9,118,23.4,147.5
185.4,60.3,21.3,47.5
172.7,55.7,20.2,30
173.1,95.2,21.9,95
183.4,64.6,23.7,50
184.9,71.7,15,72.5
189.2,71.8,17.5,72.5
178.9,75.2,24.2,65
198.5,69.1,21.6,72.5
166.7,99.9,19.8,100
199.3,50,16.1,45
194,89.5,20.8,105
183.3,111.3,24.6,130
183.1,98.3,18.8,112.5
177.5,83.5,24.7,77.5
171.8,90.9,23.1,87.5
175.5,76.7,10.3,75
184.1,62.3,22.7,47.5
202.4,88.9,16.6,115
188.9,92.5,12.7,112.5
165.6,115.1,22.7,122.5
170,70,21.7,50
189.4,53.6,20.9,40
180.3,50,20.7,25
169.7,83.5,17,77.5
170.4,56.8,22.5,27.5
168.1,98.6,14.9,102.5
197.6,82.4,21.2,95
179.5,100.4,18.8,112.5
179.8,100.5,22.2,110
176.6,68.3,19.7,55
174,98.5,23.1,100
164.9,105.4,19.2,107.5
183.2,97,24.6,105
193,71.3,10.9,82.5
176.6,55.7,14.6,37.5
183.6,85.3,17.1,92.5
191.5,72.1,21.7,72.5
188.3,78.4,21.2,80
172.1,88.3,10,92.5
176.8,50,22.9,20
181.5,50,28.7,20
196.9,61.1,22.1,57.5
192.4,99.7,13.4,127.5
178.9,50,10,35
161.1,88.8,13.9,82.5
179.3,90.9,19,95
171.5,76,21.1,62.5
189.2,93,22.3,105
171.2,86.8,13.6,87.5
173.2,90.5,21.2,87.5
180.7,115.5,18.5,140
179.1,90.4,10,102.5
171.2,98.6,18.1,102.5
195.1,75.6,26.5,77.5
169.3,87.5,18.1,82.5
149.3,56,22.8,20
162.8,85.9,18.3,75
182.1,104,17.4,122.5
179.2,94.5,26.6,95
163.5,70.8,24.4,45
161.4,62.1,16.6,35
180.1,78.6,10.4,82.5
194.4,76,23.2,80
184.4,131.4,15.9,150
171.7,84.6,21.4,77.5
184.5,110.1,19.2,132.5
171.7,82,17.2,75
157.2,88.4,22.5,70
183.1,76.7,18.2,75
182.4,72.2,22.4,65
189.3,80.9,22.2,85
187.4,97.9,23.7,110
179.7,67.9,25.2,52.5
187.6,75.3,21.5,75
171.7,87.9,24.3,80
165.9,50.2,22.5,20
162,88,22.8,72.5
173,75.4,13.8,70
186.1,121.4,10.8,150
188.5,69.4,12.3,72.5
